Date,AccountID,DeptID,Amount
2024-04-14,5020,D02,-243.16
2024-03-27,2010,D02,2776.2
2024-01-09,1010,D01,1765.53
2024-03-22,4010,D99,2076.16
2024-03-06,5020,D02,-3420.45
2024-01-19,4010,D03,4164.01
2024-07-13,6220,D99,-2635.86
2024-12-25,5010,D99,-4347.11
2024-01-24,2010,D02,1758.25
2024-07-11,6220,D03,-840.26
2024-07-03,5010,D02,-1758.32
2024-07-26,5010,D99,-2730.19
2024-04-08,4020,D02,3202.12
2024-05-26,1010,D99,4003.56
2024-09-13,6210,D99,-4638.82
2024-01-05,1010,D02,4739.6
2024-12-17,5010,D02,-2716.83
2024-05-07,6210,D99,-2996.42
2024-08-07,4020,D99,2673.43
2024-06-25,5010,D99,-3052.26
2024-01-22,5010,D01,-1408.49
2024-12-08,6210,D02,-2144.68
2024-10-25,5010,D99,-1225.51
2024-09-07,6220,D02,-3125.99
2024-08-31,1010,D03,4563.28
2024-12-07,1010,D01,486.14
2024-03-19,1010,D02,3335.29
2024-02-06,4010,D03,1944.09
2024-07-06,4020,D99,1130.76
2024-07-23,6210,D02,-1086.04
2024-07-25,6220,D99,-4979.06
2024-02-04,2010,D01,3897.74
2024-06-20,4010,D99,2041.98
2024-08-17,2010,D02,2290.61
2024-01-17,4020,D02,2116.65
2024-09-20,5010,D99,-4759.71
2024-12-10,4010,D99,2320.23
2024-12-13,6220,D02,-4084.89
2024-05-15,6210,D01,-2677.91
2024-01-25,5020,D99,-1861.21
2024-01-12,4010,D03,4962.74
2024-01-17,4010,D01,4253.63
2024-12-09,2010,D03,3226.85
2024-09-12,5010,D01,-600.43
2024-03-10,4010,D99,349.56
2024-09-01,2010,D01,2485.38
2024-09-21,2010,D02,1076.33
2024-03-27,1010,D02,2389.7
2024-04-11,1010,D01,3878.31
2024-02-22,6220,D03,-392.76
2024-04-04,2010,D03,1221.32
2024-07-22,5020,D99,-3174.6
2024-12-17,5020,D02,-2364.05
2024-04-01,6220,D01,-378.38
2024-03-16,4020,D03,790.64
2024-04-15,2010,D99,2226.86
2024-07-31,4010,D01,3225.54
2024-09-29,1010,D01,4818.28
2024-04-11,5020,D01,-3434.16
2024-12-20,5010,D01,-1296.36
2024-01-21,5010,D03,-4917.91
2024-10-28,5010,D99,-4621.34
2024-06-13,6210,D99,-1484.46
2024-10-06,4020,D02,3446.85
2024-07-01,4010,D01,2962.55
2024-05-21,4020,D01,4439.8
2024-02-17,5020,D99,-2968.48
2024-10-05,4020,D99,3715.0
2024-09-24,4010,D03,2857.23
2024-10-11,5020,D02,-2234.24
2024-06-22,4020,D02,4481.57
2024-05-20,2010,D03,2606.85
2024-10-03,6220,D03,-4019.18
2024-10-22,6220,D01,-1112.37
2024-04-21,4010,D03,2293.52
2024-07-16,4010,D01,1306.2
2024-11-05,5010,D01,-2777.38
2024-03-14,5020,D01,-1047.41
2024-08-17,1010,D01,200.21
2024-12-05,4020,D02,2680.22
2024-10-09,1010,D99,3278.79
2024-02-27,5020,D02,-3194.84
2024-04-26,4010,D99,1519.03
2024-08-09,2010,D03,2528.53
2024-05-22,5010,D02,-2951.08
2024-04-29,6220,D03,-3121.51
2024-04-17,1010,D03,2399.95
2024-05-11,6220,D01,-4023.34
2024-12-13,5020,D02,-3639.8
2024-10-28,6210,D03,-2130.78
2024-11-09,6220,D02,-1300.17
2024-11-10,6210,D02,-4478.66
2024-03-17,1010,D01,4716.4
2024-06-08,6220,D99,-3830.28
2024-09-21,6210,D03,-2667.22
2024-10-04,4010,D03,1055.34
2024-11-16,4010,D02,4084.92
2024-10-12,2010,D03,4663.82
2024-10-21,6220,D03,-1635.2
2024-05-19,6210,D02,-756.41
2024-02-04,1010,D02,523.32
2024-10-14,1010,D02,4049.89
2024-04-16,5020,D99,-263.5
2024-07-28,5020,D03,-1956.95
2024-05-23,1010,D99,464.83
2024-10-09,4020,D03,1151.04
2024-10-16,2010,D02,2483.31
2024-04-16,6210,D02,-3494.26
2024-01-26,6210,D01,-1087.73
2024-10-13,4020,D01,1942.89
2024-12-06,1010,D99,1582.23
2024-07-18,4020,D03,1895.87
2024-08-23,6220,D03,-848.43
2024-10-13,1010,D01,3027.32
2024-07-14,2010,D03,4376.01
2024-05-15,5020,D02,-1003.97
2024-12-21,5020,D01,-679.46
2024-07-29,5020,D99,-2362.6
2024-03-30,5020,D01,-2501.03
2024-02-23,4020,D03,4183.57
2024-08-26,6220,D99,-3107.96
2024-01-23,6220,D99,-4200.31
2024-11-07,4010,D02,2473.23
2024-06-01,6220,D02,-4250.22
2024-09-16,4010,D03,162.27
2024-11-25,1010,D99,3340.39
2024-06-02,5010,D01,-2984.03
2024-05-03,6210,D02,-1039.46
2024-05-08,2010,D03,1603.86
2024-07-03,2010,D03,1987.17
2024-07-16,2010,D01,4530.85
2024-03-04,6220,D03,-4830.44
2024-02-03,5020,D99,-1911.25
2024-11-10,5010,D99,-3324.0
2024-12-26,1010,D01,1370.1
2024-05-31,4020,D99,1339.97
2024-01-31,6220,D01,-1104.38
2024-01-08,1010,D03,2918.37
2024-10-22,5010,D02,-1125.02
2024-07-10,5010,D03,-3666.56
2024-03-28,6220,D01,-3554.08
2024-04-24,5010,D02,-1449.09
2024-01-02,5020,D99,-184.95
2024-02-28,1010,D03,3846.26
2024-10-29,4010,D01,4651.85
2024-07-27,6220,D99,-955.35
2024-02-16,6210,D02,-3696.19
2024-02-15,1010,D01,3428.01
2024-02-07,6210,D03,-3385.99
2024-09-26,1010,D01,4719.57
2024-12-08,4010,D02,4666.58
2024-03-10,5020,D02,-4147.45
2024-05-05,4020,D02,2704.02
2024-10-10,6210,D03,-1196.0
2024-02-15,6210,D99,-3253.46
2024-06-26,5020,D99,-4357.41
2024-11-10,2010,D99,1956.32
2024-04-04,2010,D03,3612.64
2024-01-17,5010,D01,-4413.06
2024-02-24,5020,D01,-4181.3
2024-12-22,6210,D02,-234.14
2024-12-04,6210,D03,-286.86
2024-12-16,4010,D02,4523.19
2024-01-01,2010,D01,1361.02
2024-01-28,1010,D03,2616.34
2024-12-03,4010,D02,1119.52
2024-03-04,6220,D02,-1212.43
2024-06-01,5020,D02,-3435.89
2024-04-16,6220,D02,-1292.13
2024-05-24,5020,D99,-3356.63
2024-08-21,2010,D01,350.94
2024-04-15,2010,D03,3828.15
2024-09-08,6210,D01,-2166.17
2024-03-04,5010,D99,-4080.83
2024-06-13,1010,D02,2367.54
2024-11-30,2010,D03,770.09
2024-03-16,4010,D03,4321.49
2024-07-20,4020,D02,3807.81
2024-11-14,6210,D03,-4526.2
2024-05-24,5010,D99,-805.33
2024-07-11,6220,D03,-2718.14
2024-08-01,5020,D03,-2558.41
2024-07-18,2010,D01,3239.0
2024-07-14,2010,D99,2086.84
2024-11-11,6210,D03,-4514.0
2024-03-25,5010,D01,-3310.56
2024-06-10,5020,D02,-2858.41
2024-12-16,2010,D03,3298.14
2024-02-29,5010,D99,-3181.07
2024-06-30,4010,D03,4754.03
2024-04-18,1010,D02,1113.4
2024-03-26,1010,D99,3931.93
2024-03-25,5010,D03,-4199.44
2024-03-16,6210,D99,-4505.24
2024-11-24,5020,D02,-1691.95
2024-01-01,1010,D99,1279.39
2024-11-27,6210,D99,-3137.01
2024-11-04,6220,D99,-2052.1
2024-12-22,4020,D01,4808.27
2024-10-27,5010,D03,-2923.27
2024-03-24,5020,D01,-4705.66
2024-02-08,6220,D03,-3328.21
2024-04-01,4010,D03,4796.64
2024-04-27,1010,D01,3529.24
2024-09-17,4020,D99,4769.92
2024-11-09,2010,D03,1802.95
2024-07-08,5020,D03,-4153.41
2024-11-02,6210,D99,-1181.49
2024-11-07,2010,D03,3818.01
2024-12-25,4020,D03,4825.27
2024-05-10,1010,D99,1707.49
2024-06-20,6220,D03,-797.84
2024-04-21,4010,D01,1981.11
2024-03-25,5010,D01,-424.62
2024-05-06,6220,D99,-720.6
2024-04-28,6210,D02,-1638.25
2024-08-15,6210,D02,-1055.93
2024-08-25,4010,D99,4346.44
2024-08-23,5020,D03,-3692.78
2024-07-31,1010,D02,2180.5
2024-03-01,2010,D01,3738.99
2024-11-18,6220,D03,-3554.13
2024-01-22,1010,D03,4284.32
2024-07-21,1010,D02,1926.72
2024-10-14,1010,D03,325.17
2024-03-05,4010,D01,1633.16
2024-10-25,5020,D01,-1846.22
2024-09-17,6220,D99,-102.14
2024-07-13,1010,D02,4957.36
2024-11-26,1010,D01,1991.44
2024-11-13,4020,D99,2325.1
2024-12-09,5010,D01,-3312.07
2024-06-11,5020,D03,-3438.07
2024-06-29,5020,D02,-4678.65
2024-02-06,4010,D01,3829.55
2024-10-03,6210,D02,-3713.3
2024-10-14,6210,D01,-4203.78
2024-05-17,2010,D99,4774.78
2024-06-17,6210,D99,-3029.85
2024-12-21,5020,D03,-3854.55
2024-06-17,1010,D01,438.56
2024-01-08,6220,D99,-1546.31
2024-01-24,2010,D99,1869.91
2024-02-29,1010,D02,2430.53
2024-05-16,6220,D01,-1135.91
2024-03-22,1010,D99,4005.99
2024-08-23,5010,D03,-180.55
2024-05-13,4020,D01,1088.42
2024-01-14,4010,D01,2337.54
2024-01-22,1010,D02,856.16
2024-05-28,6220,D03,-3692.32
2024-05-18,2010,D03,1631.6
2024-09-09,4010,D99,4558.55
2024-02-10,2010,D01,1324.03
2024-05-14,6220,D99,-3616.75
2024-12-26,6210,D99,-2486.44
2024-06-26,1010,D99,4205.15
2024-01-12,5010,D02,-747.9
2024-07-05,2010,D02,4529.02
2024-05-07,5020,D03,-3531.82
2024-03-19,2010,D02,1833.84
2024-08-12,5010,D01,-3201.6
2024-10-07,6210,D99,-3436.01
2024-02-09,2010,D99,2856.63
2024-02-09,5010,D01,-377.61
2024-07-30,5020,D02,-2720.39
2024-08-23,5020,D01,-3446.21
2024-07-12,1010,D03,4561.35
2024-02-10,6220,D03,-2786.3
2024-05-09,4010,D02,2493.97
2024-02-26,4020,D02,3536.79
2024-10-23,6210,D01,-2387.18
2024-11-26,5010,D03,-2360.98
2024-08-15,5010,D02,-2240.28
2024-07-25,5020,D03,-4321.56
2024-08-24,4010,D99,3650.78
2024-05-27,4010,D99,4291.76
2024-12-09,4010,D02,1877.83
2024-02-26,6210,D03,-1235.35
2024-07-14,6210,D01,-3018.51
2024-04-03,6210,D99,-4585.44
2024-02-24,5010,D02,-4982.53
2024-03-13,2010,D01,4383.17
2024-03-30,4020,D03,2196.88
2024-09-23,6210,D02,-770.23
2024-02-27,4020,D99,4215.0
2024-11-12,1010,D01,2502.28
2024-09-06,2010,D02,1597.64
2024-04-19,5010,D99,-3362.49
2024-03-05,6210,D03,-2627.55
2024-12-01,4010,D01,2973.56
2024-10-03,6210,D01,-3422.24
2024-11-28,4020,D99,2323.6
2024-02-18,1010,D02,2578.42
2024-10-21,6210,D99,-4606.89
2024-10-20,4020,D99,740.98
2024-12-02,2010,D03,4535.79
2024-04-25,2010,D02,793.35
2024-09-10,2010,D03,1066.54
2024-11-28,4020,D01,494.0
2024-07-12,2010,D02,3223.56
2024-03-24,4010,D03,2480.49
2024-03-12,6210,D03,-1205.47
2024-09-29,4020,D03,3894.94
2024-11-07,4010,D02,3891.98
2024-10-11,6220,D02,-3953.1
2024-08-12,5010,D01,-3907.58
2024-12-01,4010,D02,524.2
2024-02-09,5020,D99,-3466.46
2024-01-28,6210,D01,-2113.36
2024-10-13,2010,D99,2173.53
2024-03-06,6210,D01,-4888.37
2024-12-01,5010,D03,-4126.43
2024-03-01,4020,D01,2521.32
2024-11-17,2010,D03,1132.4
2024-06-22,6210,D03,-3758.87
2024-08-14,6220,D02,-4138.83
2024-12-13,4010,D99,3623.66
2024-10-06,4020,D99,611.53
2024-11-29,5010,D02,-997.98
2024-06-30,4010,D01,4881.21
2024-07-08,4010,D03,698.45
2024-10-09,6210,D02,-3981.8
2024-05-21,5010,D01,-1320.71
2024-06-16,1010,D02,2898.07
2024-10-15,6220,D99,-3389.08
2024-05-03,1010,D02,709.74
2024-11-02,6210,D99,-3979.34
2024-06-29,5020,D03,-1038.93
2024-08-03,4020,D03,2632.64
2024-04-07,2010,D02,4167.21
2024-10-20,6220,D01,-1327.71
2024-01-05,6210,D99,-4599.78
2024-03-20,1010,D02,4760.26
2024-03-08,6220,D02,-2955.05
2024-05-30,1010,D03,1542.8
2024-06-12,4020,D02,105.16
2024-12-13,6220,D03,-1211.61
2024-07-15,6220,D01,-4798.48
2024-06-05,2010,D03,3181.73
2024-04-20,2010,D99,4659.39
2024-09-08,6220,D02,-583.9
2024-09-24,6220,D03,-2543.85
2024-12-18,4020,D03,2264.0
2024-02-03,4020,D99,3075.92
2024-08-29,6220,D99,-4991.04
2024-11-27,5020,D03,-3273.0
2024-12-28,6210,D02,-4087.66
2024-03-01,5010,D02,-2710.98
2024-11-11,2010,D02,431.42
2024-05-02,2010,D99,564.56
2024-07-24,5020,D03,-837.59
2024-02-19,2010,D02,1899.61
2024-07-27,6220,D99,-3149.59
2024-04-10,5020,D02,-2214.16
2024-01-27,4020,D02,1612.69
2024-08-26,2010,D02,223.99
2024-04-29,6210,D01,-930.98
2024-05-26,6220,D01,-4187.17
2024-04-19,1010,D99,2094.11
2024-06-07,4020,D03,1737.2
2024-08-09,2010,D03,3259.31
2024-08-31,6210,D01,-2295.15
2024-11-27,5020,D02,-2703.42
2024-03-11,2010,D02,4772.21
2024-08-14,5010,D03,-1635.98
2024-11-22,6210,D01,-707.57
2024-05-16,6210,D01,-1611.98
2024-05-07,6210,D01,-1622.75
2024-06-13,1010,D01,4973.13
2024-07-02,2010,D03,4523.26
2024-08-16,5020,D99,-1743.81
2024-10-12,5010,D99,-3148.4
2024-10-18,6220,D99,-1166.05
2024-01-21,4020,D01,1986.51
2024-02-24,4010,D01,4900.45
2024-02-07,4020,D03,2295.74
2024-06-25,4020,D03,3328.01
2024-01-22,5010,D02,-2155.48
2024-05-03,5010,D99,-4518.17
2024-08-10,1010,D01,3537.74
2024-07-29,4020,D99,682.81
2024-07-24,6210,D99,-4790.47
2024-06-18,5010,D03,-3285.64
2024-10-02,2010,D01,1149.37
2024-03-12,4010,D99,359.86
2024-06-14,5020,D02,-872.51
2024-04-21,5020,D02,-1932.52
2024-03-01,5010,D02,-388.29
2024-02-12,6210,D02,-2340.78
2024-04-04,2010,D02,3956.21
2024-05-25,6210,D99,-3065.39
2024-03-31,5010,D01,-4073.33
2024-08-11,2010,D02,1844.6
2024-02-19,6210,D03,-616.78
2024-12-05,6220,D02,-2773.69
2024-02-15,4010,D03,4796.14
2024-02-20,5020,D01,-4701.64
2024-04-26,5010,D03,-2161.42
2024-01-15,2010,D02,3605.36
2024-07-07,2010,D03,2514.46
2024-04-11,5010,D03,-3158.89
2024-02-17,4020,D03,3649.32
2024-09-16,2010,D99,4434.79
2024-04-29,2010,D03,3197.65
2024-02-09,5010,D02,-1242.62
2024-12-15,5010,D01,-221.95
2024-03-21,6220,D99,-898.76
2024-08-19,6210,D01,-1621.86
2024-10-11,6210,D99,-2330.35
2024-09-23,6210,D03,-3088.99
2024-05-18,6220,D03,-325.33
2024-12-22,5020,D03,-303.93
2024-04-21,4020,D99,4432.37
2024-12-10,1010,D99,4000.02
2024-10-30,6220,D02,-2372.58
2024-08-19,4020,D01,4457.24
2024-11-18,4010,D02,2156.23
2024-01-17,4020,D02,1726.51
2024-01-22,6220,D02,-801.03
2024-11-18,2010,D01,178.41
2024-01-27,1010,D99,2576.22
2024-02-05,6210,D03,-792.67
2024-08-12,4010,D02,1700.2
2024-04-26,1010,D01,986.56
2024-06-09,4010,D03,327.49
2024-04-18,4020,D02,2786.96
2024-09-25,4010,D01,4125.34
2024-11-22,5010,D99,-163.75
2024-12-22,1010,D03,1061.92
2024-11-27,6220,D03,-4970.79
2024-08-19,2010,D01,385.81
2024-07-01,4010,D03,2431.57
2024-12-18,2010,D01,1588.27
2024-08-29,6210,D03,-3286.8
2024-03-28,2010,D02,4619.1
2024-07-28,6210,D99,-4663.78
2024-10-12,5020,D02,-4633.19
2024-09-01,6210,D99,-1418.94
2024-05-14,6220,D02,-4952.74
2024-01-13,5020,D03,-3864.26
2024-06-13,2010,D99,2220.57
2024-07-16,4010,D02,2039.78
2024-07-30,6220,D99,-3748.89
2024-12-06,5010,D01,-699.94
2024-11-11,4010,D02,1212.41
2024-12-20,6220,D03,-274.45
2024-07-16,5020,D02,-1619.52
2024-05-04,5020,D01,-1296.06
2024-02-29,2010,D01,4008.07
2024-03-23,1010,D01,2918.01
2024-11-21,5010,D03,-1816.75
2024-07-04,1010,D02,2547.14
2024-02-01,4010,D02,3255.77
2024-01-25,6220,D02,-2991.17
2024-01-05,4010,D99,1512.0
2024-01-24,6210,D99,-317.63
2024-11-15,5010,D03,-2662.73
2024-11-28,5010,D99,-1812.19
2024-10-15,6220,D03,-1119.41
2024-02-02,5010,D01,-2008.73
2024-05-18,2010,D99,4585.09
2024-10-04,2010,D99,3820.33
2024-10-31,4020,D01,1664.21
2024-12-27,2010,D99,1884.43
2024-04-08,5010,D99,-4277.72
2024-05-08,6220,D03,-2036.58
2024-06-08,2010,D01,2131.89
2024-05-15,5010,D02,-2861.93
2024-01-18,2010,D03,1507.95
2024-05-20,5010,D99,-1009.45
2024-08-29,5010,D03,-2512.3
2024-12-18,5010,D99,-4699.53
2024-11-05,4020,D03,4613.01
2024-05-15,1010,D99,2152.43
2024-10-19,6220,D99,-726.3
2024-12-12,2010,D99,2610.22
2024-12-16,1010,D99,2419.86
2024-03-08,6210,D99,-4980.85
2024-09-27,4020,D02,1111.31
2024-05-19,4020,D03,3834.71
2024-07-01,4020,D01,3593.82
2024-05-14,5010,D01,-479.34
2024-04-24,2010,D99,3311.92
2024-12-14,6210,D03,-4027.75
2024-01-05,4010,D02,4125.29
2024-10-04,5020,D02,-540.48
2024-12-29,2010,D01,1486.96
2024-09-28,6220,D01,-644.35
2024-02-06,6210,D03,-4575.69
2024-04-30,6220,D03,-892.22
2024-11-15,6220,D01,-4538.53
2024-03-20,5020,D03,-1436.59
2024-03-02,4020,D02,2008.64
2024-08-12,6210,D01,-763.21
2024-05-16,6220,D03,-4818.93
2024-05-18,1010,D03,891.87
2024-02-23,2010,D03,2386.64
2024-11-17,4010,D01,1189.97
2024-11-27,4010,D99,2430.28
2024-08-13,6210,D02,-242.35
2024-10-20,4010,D99,209.97
2024-09-10,2010,D01,3506.2
2024-01-18,5010,D02,-1434.25
2024-02-06,6210,D02,-3330.44
2024-08-24,6220,D03,-577.9
2024-11-20,6220,D02,-2851.02
2024-09-30,5010,D99,-1012.08
2024-09-30,4010,D01,363.47
2024-03-27,4010,D01,4767.73
2024-11-07,2010,D02,3263.95
2024-09-22,6210,D99,-1885.28
2024-06-14,4020,D01,1301.76
2024-12-01,4010,D01,1885.98
2024-11-08,2010,D03,3812.21
2024-10-02,4020,D02,2514.71
2024-03-27,4020,D01,3733.71
2024-04-18,1010,D02,3165.99
2024-09-04,5010,D03,-4580.58
2024-05-08,2010,D99,1992.91
2024-04-17,2010,D03,2461.23
2024-03-10,5020,D03,-3484.79
2024-12-15,4020,D02,3274.64
2024-08-18,6220,D02,-4418.03
2024-08-29,5010,D99,-1963.61
2024-05-26,5010,D99,-1968.48
2024-09-14,4010,D99,2477.96
2024-07-11,6220,D01,-1546.26
2024-03-19,5010,D01,-2303.73
2024-09-04,5020,D03,-2904.06
2024-01-05,5010,D01,-4085.41
2024-05-27,6210,D99,-980.16
2024-08-17,4020,D02,4084.02
2024-03-07,6220,D03,-930.68
2024-02-12,5010,D01,-2323.57
2024-06-17,5010,D99,-1993.2
2024-01-27,5010,D02,-3303.68
2024-05-24,5020,D01,-876.38
2024-07-25,5010,D99,-1905.15
2024-04-21,4010,D03,304.97
2024-01-14,1010,D02,371.23
2024-04-19,4020,D03,1809.84
2024-12-26,6210,D99,-4498.69
2024-02-24,4020,D03,1793.6
2024-09-22,6220,D99,-4966.35
2024-06-05,6210,D01,-2789.48
2024-03-30,6220,D99,-2918.8
2024-05-18,5020,D99,-4148.71
2024-07-10,1010,D03,4904.73
2024-06-06,4010,D99,3307.88
2024-05-16,6220,D02,-2061.02
2024-05-20,4010,D01,2351.45
2024-03-19,5010,D02,-3097.91
2024-10-25,6210,D03,-4928.74
2024-12-17,5020,D01,-773.97
2024-08-08,2010,D02,1099.87
2024-05-10,6210,D01,-1619.48
2024-08-09,2010,D03,3519.12
2024-06-02,2010,D01,390.68
2024-03-11,5010,D99,-3862.43
2024-03-12,1010,D03,4679.76
2024-01-21,4010,D02,4501.74
2024-06-17,1010,D03,312.03
2024-01-18,4010,D01,2531.12
2024-03-08,5020,D02,-3986.69
2024-10-23,1010,D03,212.69
2024-06-28,4010,D01,321.0
2024-10-01,2010,D99,1796.29
2024-02-23,4020,D99,1842.81
2024-09-03,4010,D99,1774.95
2024-12-20,5010,D03,-1734.15
2024-09-25,6210,D02,-2367.29
2024-09-10,4020,D99,2961.82
2024-07-22,5010,D99,-2032.4
2024-04-12,5010,D02,-114.63
2024-10-29,6220,D01,-4280.15
2024-05-22,5010,D01,-3973.02
2024-08-22,1010,D03,1682.54
2024-10-28,4020,D99,348.67
2024-07-01,2010,D01,402.33
2024-01-31,6220,D99,-970.51
2024-08-21,5020,D99,-4400.59
2024-03-04,2010,D99,378.83
2024-08-27,5010,D99,-244.46
2024-10-01,6220,D02,-709.3
2024-02-24,1010,D03,3488.5
2024-01-09,1010,D01,3759.26
2024-03-26,1010,D99,3877.98
2024-07-13,1010,D03,1107.55
2024-01-03,4020,D03,2201.95
2024-01-30,5010,D99,-1164.61
2024-06-15,4010,D03,4389.82
2024-10-10,1010,D99,363.75
2024-09-02,2010,D03,4383.66
2024-09-26,2010,D01,2435.62
2024-11-09,5010,D02,-1745.6
2024-11-13,6210,D03,-3040.24
2024-02-23,6210,D03,-2867.13
2024-04-22,6210,D99,-2826.28
2024-01-23,1010,D99,1637.46
2024-06-01,1010,D99,1733.59
2024-12-25,6220,D99,-1436.29
2024-04-24,2010,D01,1108.26
2024-09-26,5010,D99,-4567.4
2024-12-04,6210,D02,-2984.16
2024-03-02,4010,D02,548.08
2024-03-20,6220,D03,-1432.87
2024-06-03,2010,D01,3506.4
2024-01-05,5010,D99,-2621.04
2024-12-13,4020,D99,3249.78
2024-09-29,6210,D03,-2515.42
2024-02-02,5020,D03,-2353.4
2024-05-29,5010,D03,-4529.46
2024-12-26,5020,D99,-1487.73
2024-11-29,5020,D99,-4599.01
2024-10-07,4020,D01,775.21
2024-01-25,6210,D99,-4378.04
2024-05-07,6220,D02,-2357.08
2024-05-18,5020,D01,-1921.46
2024-12-07,5020,D01,-4170.88
2024-05-30,4010,D99,2243.34
2024-03-09,5020,D02,-3250.44
2024-08-29,6220,D03,-3329.18
2024-10-17,1010,D03,840.23
2024-01-18,6220,D01,-775.31
2024-10-13,6210,D03,-3864.79
2024-10-12,4020,D99,1079.09
2024-07-27,6220,D03,-2751.21
2024-01-08,1010,D01,3429.54
2024-07-08,5010,D02,-2532.41
2024-04-06,1010,D01,3803.86
2024-05-04,1010,D02,871.04
2024-09-11,5020,D99,-1103.87
2024-08-21,6210,D02,-2362.95
2024-05-04,2010,D01,2815.62
2024-11-01,1010,D03,2660.84
2024-09-27,1010,D02,2915.81
2024-09-11,4020,D99,3425.87
2024-03-28,6220,D01,-1174.02
2024-09-14,6210,D02,-3055.71
2024-01-31,6210,D99,-2767.6
2024-04-20,6220,D01,-291.47
2024-06-03,1010,D03,2689.16
2024-08-09,6220,D03,-1055.86
2024-01-11,2010,D02,3139.49
2024-09-02,4020,D02,3990.14
2024-06-07,1010,D99,4604.49
2024-11-01,5020,D01,-1862.49
2024-02-06,6210,D03,-1273.59
2024-06-27,5020,D99,-2512.57
2024-12-01,5020,D03,-1678.17
2024-06-14,5020,D02,-2406.44
2024-12-03,4020,D02,1195.64
2024-08-22,2010,D99,2161.56
2024-05-22,2010,D03,2949.48
2024-04-01,6220,D02,-1805.14
2024-02-11,1010,D02,3514.91
2024-04-01,5010,D03,-1014.09
2024-08-07,4010,D02,3629.1
2024-07-12,4010,D99,3517.69
2024-09-25,5010,D01,-822.59
2024-04-30,6210,D02,-3214.27
2024-10-16,5020,D03,-1985.57
2024-01-30,5020,D01,-721.89
2024-09-02,1010,D03,3197.86
2024-11-04,1010,D01,266.56
2024-04-05,4020,D03,1456.83
2024-02-18,1010,D02,2072.47
2024-06-26,1010,D01,482.33
2024-10-07,5020,D03,-4072.99
2024-04-05,2010,D01,4470.1
2024-08-21,6210,D99,-3187.81
2024-11-05,5010,D99,-2206.22
2024-10-26,6220,D02,-2778.51
2024-07-12,4010,D03,841.63
2024-06-17,2010,D01,755.24
2024-07-13,5010,D01,-1630.12
2024-11-14,2010,D99,1312.68
2024-08-21,1010,D03,889.98
2024-11-05,4020,D02,447.38
2024-11-15,5020,D01,-2667.71
2024-12-26,6220,D01,-4967.54
2024-08-22,1010,D99,4927.42
2024-04-11,6210,D01,-4225.98
2024-07-03,5010,D99,-171.5
2024-05-08,6210,D99,-793.72
2024-11-08,5010,D02,-2271.13
2024-07-30,6220,D02,-4073.17
2024-12-19,6220,D01,-3799.48
2024-12-28,5020,D01,-4512.55
2024-11-04,6220,D03,-2696.65
2024-03-10,4010,D03,1750.11
2024-10-13,6210,D03,-3939.36
2024-04-28,2010,D01,3537.66
2024-02-15,4010,D03,1271.73
2024-05-15,5010,D03,-1558.89
2024-05-31,4020,D02,640.67
2024-05-05,5020,D99,-1050.32
2024-03-18,1010,D99,991.84
2024-12-30,4010,D01,3561.13
2024-04-22,2010,D02,4336.71
2024-04-22,6220,D01,-3059.01
2024-11-07,5010,D02,-1868.88
2024-12-12,2010,D02,458.57
2024-09-23,2010,D02,4965.38
2024-08-09,6220,D01,-4882.65
2024-02-15,5020,D03,-3837.13
2024-06-22,5020,D99,-4988.22
2024-04-19,4020,D03,2633.78
2024-05-26,1010,D01,4108.96
2024-01-16,6210,D02,-3987.25
2024-09-24,4010,D03,2265.03
2024-09-11,2010,D02,4940.43
2024-05-18,2010,D99,2458.61
2024-02-29,5010,D01,-3103.35
2024-11-23,1010,D02,4440.59
2024-03-12,5010,D03,-4030.41
2024-09-13,5020,D01,-3949.87
2024-02-12,4020,D02,2129.96
2024-12-01,2010,D02,4621.34
2024-10-16,1010,D99,711.89
2024-07-06,6210,D02,-4983.44
2024-08-05,6210,D01,-1707.35
2024-10-29,4020,D02,561.36
2024-11-21,5010,D01,-2160.01
2024-07-13,4020,D01,3557.17
2024-03-28,4020,D03,2292.68
2024-02-08,6210,D01,-1438.88
2024-01-13,4020,D03,2382.32
2024-06-30,2010,D02,4151.27
2024-10-18,1010,D01,2496.69
2024-07-27,6210,D99,-3205.8
2024-05-15,6220,D03,-2483.18
2024-10-19,2010,D03,3505.66
2024-03-01,5020,D03,-2973.97
2024-09-11,1010,D03,858.73
2024-09-01,1010,D03,672.04
2024-02-28,6220,D99,-2577.49
2024-08-15,4020,D02,2486.08
2024-11-27,5010,D03,-809.78
2024-05-26,5020,D02,-556.23
2024-09-21,5020,D03,-4925.51
2024-07-05,4010,D01,579.08
2024-12-17,6210,D02,-3431.57
2024-06-18,5010,D02,-1728.57
2024-10-25,4020,D02,1087.24
2024-06-26,5020,D03,-4192.56
2024-11-13,6210,D02,-3718.68
2024-08-29,5010,D99,-859.95
2024-09-02,4010,D01,2463.28
2024-11-13,2010,D02,1314.72
2024-10-31,5020,D99,-814.26
2024-06-08,6210,D01,-141.65
2024-10-06,1010,D03,2714.08
2024-09-01,5020,D99,-770.97
2024-05-01,5020,D02,-3360.16
2024-10-25,5020,D01,-380.39
2024-05-16,2010,D99,2068.11
2024-06-16,1010,D99,640.78
2024-01-31,6210,D99,-4165.24
2024-09-02,6210,D02,-3863.46
2024-10-26,4010,D03,4830.41
